agentId;time;posX;posZ;speed;localDensity
290;8,7400;-1,0503;4,9548;1,3396;0,0398
260;8,7400;0,1937;0,0083;1,4631;0,0398
245;8,7400;-1,8900;1,2638;1,2106;0,0398
231;8,7400;-3,1426;0,8616;1,6806;0,0398
200;8,7400;-1,2897;4,1968;1,3524;0,0398
168;8,7400;3,9684;0,4725;1,2801;0,0398
161;8,7400;4,9274;1,8492;1,2545;0,0398
152;8,7400;-0,2264;2,2088;0,9716;0,0398
151;8,7400;0,7019;0,9988;1,0662;0,0398
140;8,7400;0,4466;1,5032;1,3026;0,0398
128;8,7400;1,2904;0,2798;1,3260;0,0398
116;8,7400;1,3736;5,6447;1,4603;0,0398
109;8,7400;-0,8763;1,1045;1,5057;0,0398
107;8,7400;3,2164;1,4943;1,2562;0,0398
86;8,7400;-1,1602;2,9234;1,3217;0,0398
71;8,7400;0,8414;4,2547;1,4284;0,0398
64;8,7400;0,5031;1,9400;0,4113;0,0398
47;8,7400;-2,3126;0,2609;1,3155;0,0398
44;8,7400;-2,2720;1,1821;1,3824;0,0398
7;8,7400;4,7454;-0,4970;0,8800;0,0398
5;8,7400;2,7737;-0,4424;1,4603;0,0398
611;9,2400;0,1486;6,3649;1,2649;0,0796
587;9,2400;0,8801;1,1700;1,1637;0,0796
581;9,2400;5,0304;-0,2278;1,2582;0,0796
571;9,2400;2,6473;0,8676;0,9506;0,0796
570;9,2400;5,0489;0,2808;1,3023;0,0796
559;9,2400;0,1876;2,5043;0,9452;0,0796
558;9,2400;3,8959;1,3482;1,2785;0,0796
555;9,2400;1,5142;1,4903;1,3501;0,0796
551;9,2400;6,0885;1,5633;1,2050;0,0796
548;9,2400;2,4361;2,1709;0,3420;0,0796
524;9,2400;6,4169;0,0599;1,2676;0,0796
517;9,2400;3,1919;1,9018;1,2741;0,0796
513;9,2400;-1,0095;6,9698;0,9921;0,0796
511;9,2400;0,6091;4,9422;1,4751;0,0796
504;9,2400;6,1624;1,9660;1,2804;0,0796
489;9,2400;0,0728;3,6218;1,3979;0,0796
476;9,2400;0,9272;2,3517;1,0364;0,0796
456;9,2400;-0,3192;0,6822;0,9510;0,0796
449;9,2400;-0,1520;4,6158;0,9285;0,0796
446;9,2400;0,1971;-2,1359;1,5070;0,0796
443;9,2400;-0,8856;0,9388;2,1473;0,0796
427;9,2400;-3,6501;-0,5123;1,7051;0,0796
419;9,2400;3,8799;2,4996;1,3008;0,0796
412;9,2400;5,5940;1,0925;1,2001;0,0796
371;9,2400;-0,6172;-0,9078;1,0575;0,0796
348;9,2400;-0,5347;-2,4778;1,4257;0,0796
330;9,2400;3,6024;-0,1770;1,2804;0,0796
311;9,2400;-0,6077;3,8009;1,3079;0,0796
290;9,2400;-0,9741;4,2820;1,1697;0,0796
260;9,2400;-0,5670;-0,0964;1,6382;0,0796
245;9,2400;-2,6117;1,2830;1,3763;0,0796
231;9,2400;-3,9667;0,9466;1,3486;0,0796
209;9,2400;6,3923;-0,5580;0,9759;0,0796
200;9,2400;-1,2691;3,5980;1,2017;0,0796
168;9,2400;3,3415;0,4804;1,1893;0,0796
161;9,2400;4,2518;1,9791;1,3953;0,0796
152;9,2400;-0,2748;1,8398;0,6223;0,0796
151;9,2400;0,2233;0,7153;1,1333;0,0796
140;9,2400;-0,1200;1,3049;1,1697;0,0796
128;9,2400;0,6429;0,1362;1,2866;0,0796
116;9,2400;1,4068;4,8068;1,4051;0,0796
109;9,2400;-1,6360;0,9306;1,6630;0,0796
107;9,2400;2,5966;1,4056;1,1530;0,0796
86;9,2400;-1,2231;2,3236;1,1538;0,0796
71;9,2400;0,7901;3,5709;1,2676;0,0796
64;9,2400;0,6544;1,7192;0,7018;0,0796
47;9,2400;-3,2690;0,2722;2,0143;0,0796
44;9,2400;-2,1013;0,1476;1,9739;0,0796
7;9,2400;4,1490;-0,5632;1,2469;0,0796
5;9,2400;2,1248;-0,3548;1,3418;0,0796
611;9,7400;0,1563;5,6297;1,4348;0,2387
587;9,7400;0,2400;0,9954;1,1733;0,2387
581;9,7400;4,3804;-0,1402;1,2864;0,2387
571;9,7400;2,2254;0,8994;0,8493;0,2387
570;9,7400;4,4095;0,1871;1,2197;0,2387
559;9,7400;0,2006;2,0586;0,7535;0,2387
558;9,7400;3,2820;1,4029;1,1719;0,2387
555;9,7400;1,3554;0,7783;1,3448;0,2387
551;9,7400;5,4918;1,6130;1,3284;0,2387
548;9,7400;1,9193;2,1503;0,9602;0,2387
524;9,7400;5,8074;0,0867;1,3237;0,2387
517;9,7400;2,6092;1,8460;1,0720;0,2387
513;9,7400;-1,0440;6,3772;1,0085;0,2387
511;9,7400;0,6000;4,2208;1,4089;0,2387
504;9,7400;5,5530;2,0296;1,3109;0,2387
489;9,7400;0,0056;2,9529;1,2984;0,2387
476;9,7400;1,0792;1,7490;1,2468;0,2387
456;9,7400;-0,7578;0,7210;1,0400;0,2387
449;9,7400;-0,1766;3,9344;1,2489;0,2387
446;9,7400;0,2337;-2,9450;2,0051;0,2387
443;9,7400;-1,0495;0,1453;1,7440;0,2387
427;9,7400;-4,4811;-0,4934;1,6966;0,2387
419;9,7400;3,2729;2,5620;1,2644;0,2387
412;9,7400;4,9921;1,0041;1,1378;0,2387
375;9,7400;6,4773;1,1844;1,3783;0,2387
371;9,7400;-0,6239;-1,6840;1,5709;0,2387
351;9,7400;1,0078;6,8902;1,1059;0,2387
348;9,7400;-0,4126;-3,1907;1,3768;0,2387
334;9,7400;0,5638;6,7676;1,1048;0,2387
330;9,7400;2,9771;-0,1761;1,1400;0,2387
311;9,7400;-0,5858;3,1533;1,3893;0,2387
290;9,7400;-1,0464;3,6700;1,1690;0,2387
265;9,7400;6,0520;0,7745;1,2321;0,2387
260;9,7400;-1,3299;-0,2716;1,5400;0,2387
245;9,7400;-3,3895;1,3124;1,6414;0,2387
231;9,7400;-4,8409;1,0304;1,5376;0,2387
209;9,7400;5,7732;-0,5276;1,0778;0,2387
200;9,7400;-1,2533;3,0446;1,1609;0,2387
170;9,7400;-0,4875;6,4477;1,0241;0,2387
168;9,7400;2,7486;0,3999;1,1560;0,2387
161;9,7400;3,5989;1,8521;1,3079;0,2387
152;9,7400;-0,2014;1,5192;0,7155;0,2387
151;9,7400;-0,2383;0,5338;1,0680;0,2387
