agentId;time;posX;posZ;speed;localDensity
66;1,3000;1,0272;0,9463;1,1618;5,0930
63;1,3000;2,3763;-0,6089;0,7501;5,0930
62;1,3000;-0,6165;1,2498;1,3098;5,0930
61;1,3000;1,6308;1,2115;1,0935;5,0930
60;1,3000;0,4361;-0,6871;0,5594;5,0930
56;1,3000;-2,1416;1,0400;1,4187;5,0930
54;1,3000;-1,4920;-0,8484;0,3492;5,0930
53;1,3000;1,5891;0,0406;0,6523;5,0930
52;1,3000;-1,8262;-0,8927;0,9148;5,0930
49;1,3000;-2,2861;1,5784;1,0961;5,0930
48;1,3000;-1,9625;-0,1590;1,2132;5,0930
47;1,3000;-1,2567;0,0082;1,1672;5,0930
46;1,3000;0,9131;1,4225;1,3703;5,0930
41;1,3000;1,7906;0,3491;1,0347;5,0930
40;1,3000;1,7055;-0,6592;0,2803;5,0930
36;1,3000;2,0259;-0,2975;1,2594;5,0930
34;1,3000;-0,8916;-0,9344;0,2103;5,0930
31;1,3000;1,0609;-0,6736;0,4649;5,0930
30;1,3000;1,1441;0,1991;1,0314;5,0930
28;1,3000;0,8394;-0,3808;0,9208;5,0930
26;1,3000;-0,2837;0,5457;1,3789;5,0930
23;1,3000;2,0429;-0,8514;0,6553;5,0930
22;1,3000;-0,5055;-0,5196;0,8253;5,0930
19;1,3000;-1,5808;-0,5001;1,3973;5,0930
18;1,3000;0,4543;1,6900;0,8927;5,0930
17;1,3000;0,2409;0,4978;1,4534;5,0930
16;1,3000;0,1139;-0,9288;1,3944;5,0930
14;1,3000;-0,1599;0,0205;1,4457;5,0930
13;1,3000;-2,6493;1,2482;1,2100;5,0930
10;1,3000;1,4160;0,6965;1,1917;5,0930
9;1,3000;-2,1623;0,4891;1,1671;5,0930
8;1,3000;0,7105;0,1736;1,2554;5,0930
7;1,3000;2,0914;0,8713;1,2747;5,0930
5;1,3000;-1,1905;1,4476;1,1432;5,0930
4;1,3000;-0,9446;0,7182;1,4491;5,0930
3;1,3000;-0,1630;1,6613;0,9386;5,0930
93;1,4200;-2,4139;-0,6007;0,6074;6,3662
91;1,4200;-0,6999;-0,3133;0,5620;6,3662
90;1,4200;0,0202;-0,5937;1,1656;6,3662
89;1,4200;-1,4417;0,3524;1,4691;6,3662
88;1,4200;-0,2493;-0,9084;0,2750;6,3662
87;1,4200;-0,0108;0,9791;1,3374;6,3662
86;1,4200;0,4858;0,7204;1,4532;6,3662
84;1,4200;1,2988;-0,9427;0,0264;6,3662
83;1,4200;2,1158;1,2500;1,3136;6,3662
82;1,4200;-1,1323;-0,7559;0,2850;6,3662
81;1,4200;-2,1747;-0,8283;0,3149;6,3662
80;1,4200;0,2860;-0,3201;1,2362;6,3662
79;1,4200;-1,6668;1,4519;1,4614;6,3662
78;1,4200;0,8040;-0,9144;0,2904;6,3662
77;1,4200;-1,5794;0,8549;1,2648;6,3662
76;1,4200;-2,4503;-0,1362;1,2798;6,3662
74;1,4200;-0,7097;0,0524;1,5078;6,3662
71;1,4200;-0,8281;-0,6373;0,2438;6,3662
69;1,4200;-2,6395;-0,8510;1,0042;6,3662
67;1,4200;2,2164;0,2162;1,2450;6,3662
66;1,4200;1,0053;0,8023;1,2135;6,3662
63;1,4200;2,2943;-0,6636;0,8218;6,3662
62;1,4200;-0,6037;1,0907;1,3305;6,3662
61;1,4200;1,5870;1,0834;1,1285;6,3662
60;1,4200;0,3852;-0,7252;0,5293;6,3662
56;1,4200;-2,0860;0,8821;1,3949;6,3662
54;1,4200;-1,4382;-0,9187;0,7380;6,3662
53;1,4200;1,5613;-0,0326;0,6523;6,3662
52;1,4200;-1,8217;-0,9610;0,5703;6,3662
49;1,4200;-2,2387;1,4452;1,1783;6,3662
48;1,4200;-1,8911;-0,2837;1,1974;6,3662
47;1,4200;-1,2317;-0,1353;1,2137;6,3662
46;1,4200;0,8744;1,2634;1,3649;6,3662
42;1,4200;1,3169;1,5625;0,8720;6,3662
41;1,4200;1,7796;0,2546;0,7923;6,3662
40;1,4200;1,6550;-0,6968;0,5248;6,3662
36;1,4200;1,9729;-0,4183;1,0991;6,3662
34;1,4200;-0,8849;-0,9446;0,1011;6,3662
